barcode,product_name,brand,verified_ingredients,flagged_additive_code,flagged_additive_name,functional_class,banned_in_jurisdiction,why_banned_abroad,india_fssai_status,legal_summary,risk_tier
8906002004331,Funfoods Pasta and Pizza Sauce,Dr. oetker,"tomato paste (32%) sugar, water, onions, refined soyabean oil, iodised salt, mixed spices, garlic, herbs, acidity regulators (ins 260, ins 330), emulsifiers and stabilizers (ins 322, ins 415) preservative (ins 210, ins 211) antioxidant (ins 319)",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8906002004331,Funfoods Pasta and Pizza Sauce,Dr. oetker,"tomato paste (32%) sugar, water, onions, refined soyabean oil, iodised salt, mixed spices, garlic, herbs, acidity regulators (ins 260, ins 330), emulsifiers and stabilizers (ins 322, ins 415) preservative (ins 210, ins 211) antioxidant (ins 319)",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8901393018134,Chupa Chups Bites Multi Colour,Chupa Chups,"chupa chups sgur bites
mixed fruit fiavour
chewy toffee
ingredients: liquid glucose, sugar, wheat
flour refined ma. invert sugar, hydrogenated
vegetable oil, acidity regulators (ins 296, ins 330).
contains permitted synthetic food
colours (ins 102, ins 133, ins 110,
ins 122) and added nature - identical
flavouring substances (mixed fruit)
contains gluten
nutritional information
n# (nor 100m).
l",INS 102 / E102,Tartrazine (Yellow 5),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 5) | PERMITTED under positive list,The 2007 Southampton study demonstrated that mixtures of synthetic azo dyes with benzoate triggers pediatric hyperactivity and neuro-attentional deficits. Can cause urticaria and bronchospasm in aspirin-sensitive individuals.,PERMITTED under FSSAI MPLs,Authorised globally with ADI. EU requires mandatory label warning: 'May have an adverse effect on activity and attention in children'.,🔴 High Concern
8901393018134,Chupa Chups Bites Multi Colour,Chupa Chups,"chupa chups sgur bites
mixed fruit fiavour
chewy toffee
ingredients: liquid glucose, sugar, wheat
flour refined ma. invert sugar, hydrogenated
vegetable oil, acidity regulators (ins 296, ins 330).
contains permitted synthetic food
colours (ins 102, ins 133, ins 110,
ins 122) and added nature - identical
flavouring substances (mixed fruit)
contains gluten
nutritional information
n# (nor 100m).
l",INS 110 / E110,Sunset Yellow FCF (Yellow 6),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 6) | PERMITTED under positive list,"Azo dye metabolism generates aromatic amines linked to pediatric neuro-hyperactivity, allergic rhinitis, hives, and gastric irritation in sensitive individuals.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Requires mandatory EU warning label for child activity and attention impairment.,🔴 High Concern
8901393018134,Chupa Chups Bites Multi Colour,Chupa Chups,"chupa chups sgur bites
mixed fruit fiavour
chewy toffee
ingredients: liquid glucose, sugar, wheat
flour refined ma. invert sugar, hydrogenated
vegetable oil, acidity regulators (ins 296, ins 330).
contains permitted synthetic food
colours (ins 102, ins 133, ins 110,
ins 122) and added nature - identical
flavouring substances (mixed fruit)
contains gluten
nutritional information
n# (nor 100m).
l",INS 122 / E122,Azorubine / Carmoisine,Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | NOT APPROVED for food use | NOT APPROVED for food use,"Azo dye associated with pediatric hyperactivity, severe histamine release, allergic asthma, and localized inflammation in animal studies.",PERMITTED under FSSAI MPLs,Not approved for food use by US FDA or Japan. Authorised in EU and India with MPLs and mandatory EU child activity warning.,🔴 High Concern
8901393018134,Chupa Chups Bites Multi Colour,Chupa Chups,"chupa chups sgur bites
mixed fruit fiavour
chewy toffee
ingredients: liquid glucose, sugar, wheat
flour refined ma. invert sugar, hydrogenated
vegetable oil, acidity regulators (ins 296, ins 330).
contains permitted synthetic food
colours (ins 102, ins 133, ins 110,
ins 122) and added nature - identical
flavouring substances (mixed fruit)
contains gluten
nutritional information
n# (nor 100m).
l",INS 133 / E133,Brilliant Blue FCF (Blue 1),Synthetic Triphenylmethane Dye,AUTHORISED (ADI 0-6 mg/kg bw/day) | PERMITTED (FD&C Blue No. 1) | PERMITTED under positive list,Triphenylmethane dyes such as Brilliant Blue FCF can cross the blood-brain barrier in animal models and have been studied for both hypersensitivity reactions and neuroprotective properties; FD&C Blue No. 1 demonstrates a strong safety profile among approved synthetic dyes at regulated dietary doses under ADI (0-6 mg/kg bw/day).,PERMITTED under FSSAI MPLs,"Authorised food color in EU, US, India, Japan with ADI (0-6 mg/kg bw/day). Historical member-state bans harmonised under EU law.",🔴 High Concern
8901393018134,Chupa Chups Bites Multi Colour,Chupa Chups,"chupa chups sgur bites
mixed fruit fiavour
chewy toffee
ingredients: liquid glucose, sugar, wheat
flour refined ma. invert sugar, hydrogenated
vegetable oil, acidity regulators (ins 296, ins 330).
contains permitted synthetic food
colours (ins 102, ins 133, ins 110,
ins 122) and added nature - identical
flavouring substances (mixed fruit)
contains gluten
nutritional information
n# (nor 100m).
l",PHO / Trans Fats,Hydrogenated / Partially Hydrogenated Vegetable Oils,Industrial Synthetic Trans Fat,CAPPED < 2g per 100g fat | PHO GRAS REVOCATION (Effectively Banned) | VOLUNTARY REDUCTION / LABELLING,"Industrial trans fats elevate systemic LDL cholesterol, lower protective HDL cholesterol, calcify arterial endothelium, and cause over 500,000 premature cardiovascular deaths annually worldwide.",TRANS FAT CAPPED < 2% of total fat (FSSAI),US FDA revoked GRAS status for PHOs (banned). WHO-led global elimination campaign; EU and FSSAI cap trans fats < 2% of total fat.,🟡 Moderate Concern
8901741003027,Quick Chicken Pizza Instant Noodles,Wai Wai,"noodles (with seasonings): wheat flour, edible vegetable oil (palm), lodised salt, wheat gluten, softening agent (500ii), soya sauce, black pepper, flavour enhancer (621, 627, 631), guar gum (412), acidity regulator (451i), onion, calcium carbonate (170i), chicken flavour and caramel (150d) (carryover from soya sauce). 
seasoning (in a separate sachet): lodised salt, sugar, garlic, noodle powder, maltodextrin (1400), onion, flavour enhancer (621.627 631), cumin, chives, white pepper, oregano, cheese powder, citric acid (330), hydrolyzed vegetable protein, dehydrated vegetables. soy sauce powder, paprika (160c), anticaking agent (551). yeast extract and chilli powder. 
flavoured oil: edible vegetable oil (palm olein) & onion 
contains permitted natural colour (caramel 150d, paprika 160c) and a flavours (natural flavours & natural flavouring substances, nature identical flavouring substances and artificial flavouring substances (chicken). may contain traces of milk products & mustard products.
this package contains added monosodium glutamate (not recommended for children under 12 months)",INS 621 / E621,Monosodium Glutamate (MSG),Flavour Enhancer (Glutamate Group),AUTHORISED (Group ADI 30 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED under positive list,"Dietary MSG does not readily cross the intact blood-brain barrier and is not considered a neurotoxin at typical intake levels by EFSA, FDA, or JECFA. Transient headaches/flushing can occur in sensitive individuals at high empty-stomach doses. Flagged as Moderate Concern for frequent children's snack consumption.",PERMITTED in snacks; PROHIBITED in dried pasta & instant noodles,Approved flavour enhancer globally with Group ADI 30 mg/kg bw/day. FSSAI (India) prohibits added MSG in dried pasta/instant noodles but permits it in snacks.,🟡 Moderate Concern
8902433000416,Snickers Almond,Snickers,"<span class=""allergen"">milk chocolate coating</span> (40%): sugar, milk solids, cocoa butter, cocoa solids, edible vegetable fats &lt;5% (sal fat, palm oil), dextrose, emulsifier (ins 322); central filling (60%): liquid glucose, <span class=""allergen"">almonds</span> (15%), sugar, hydrogenated vegetable oil (palm oil), milk solids, iodized salt, cocoa butter, cocoa solids, edible vegetable fats &lt;5% (sal fat, palm oil), dextrose, emulsifier (ins 322)",PHO / Trans Fats,Hydrogenated / Partially Hydrogenated Vegetable Oils,Industrial Synthetic Trans Fat,CAPPED < 2g per 100g fat | PHO GRAS REVOCATION (Effectively Banned) | VOLUNTARY REDUCTION / LABELLING,"Industrial trans fats elevate systemic LDL cholesterol, lower protective HDL cholesterol, calcify arterial endothelium, and cause over 500,000 premature cardiovascular deaths annually worldwide.",TRANS FAT CAPPED < 2% of total fat (FSSAI),US FDA revoked GRAS status for PHOs (banned). WHO-led global elimination campaign; EU and FSSAI cap trans fats < 2% of total fat.,🟡 Moderate Concern
8901595963362,HOT GARLIC,Ching's Secret,"wheat flour, refined palm oil, salt, wheat gluten, potassium chloride (gelling agent 508)), sodium polyphosphate (emulsifying agent (452(i))), potassium carbonate (acidity regulator (501 sodium hydrogen carbonate (raising agent (500(ii))). tertiary butylhydroquinone (antioxidant (319)).

dehydrated garlic (39%), salt, mixed spices 10% (chilli, onion, turmeric, ginger, pepper),

corn flour, tomato powder, sugar, dehydrated vegetables 2.4% (carrots, parsley), disodium 5-ribonucleotides (flavour enhancer (635)), soy sauce powder (soybean, wheat, salt), silicon dioxide (anticaking agent (551), sunflower oil, citric acid (acidity regulator (330)). yeast extract.",INS 319 / E319,TBHQ (Tertiary Butylhydroquinone),Synthetic Petroleum Antioxidant,AUTHORISED with ADI and MPLs | PERMITTED ≤ 0.02% of fat content | NOT APPROVED on food positive list,"High-dose animal studies show hepatic enlargement, neurotoxic alterations, and cellular DNA stress. While human dietary intake at regulated levels is below ADI, FoodFactsIndia flags frequent intake in daily fried snacks/oils as High Concern.",PERMITTED under FSSAI MPLs,"Not approved for food use under Japan's positive list system. Authorised with strict ADI/MPLs in EU, US, and India.",🔴 High Concern
8908014985141,Granny's magic mixed pickle,Balmukand Kailash nath,"lemon pieces (28%), raw mango pieces (27%), edible common salt, carrot pieces (12%), edible vegetable oil (see coding area for oil name), spices and condiments, f green chilli pieces (4%), acidity regulator (ins 260) and preservative (ins 211) e",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
8901595862818,Dark Soy sauce,Ching secret,"water, lodised salt, soybean (10%), sugar, natural colour (ins 150c), wheat, acidity regulator (ins 260), preservative (ins 202). 
allergen advice: contains wheat & soy. may contain nuts, sesame seeds, mustard and milk. da",INS 202 / E202,Potassium Sorbate,Chemical Preservative,AUTHORISED with MPLs (ADI 11 mg/kg bw/day) | GRAS (Generally Recognized as Safe) | PERMITTED in specified categories,Exhibits minor mutagenic/clastogenic activity in vitro when reacted with nitrites; localized mucous membrane irritant at elevated doses.,PERMITTED under FSSAI MPLs,"Fully authorised preservative in EU, US, India, Japan subject to ADI and MPLs.",🟡 Moderate Concern
8901063151499,Good Day,Britannia,"wheat flour, vegetable oil (palm), sugar, invert sugar syrup, almond (1.8%), cashew (1.3%), pistachio (0.9%), whole milk pôwder (0.6%), èn póudre (0.6%), agents de levage leavening (ammonium bicarbonate, sodium bicarbonate), butter (0.5%) (milk), salt, emulsifiers (soy lecithin, diacetyl tartaric acid esters d'acide diacetyl tartrique ester of mono & di glycerides, des mono et diglycerides et mono mono & di glycerides of fatty acids (palm)), artificial flavors (palme)), saveurs artificielles (butter, milk & vanilla), artificial colour (fd & c yellow no.5) (tartrazine). 

contains: wheat (gluten), milk products, soy and tree nuts (almond, cashew & pistachio)",INS 102 / E102,Tartrazine (Yellow 5),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 5) | PERMITTED under positive list,The 2007 Southampton study demonstrated that mixtures of synthetic azo dyes with benzoate triggers pediatric hyperactivity and neuro-attentional deficits. Can cause urticaria and bronchospasm in aspirin-sensitive individuals.,PERMITTED under FSSAI MPLs,Authorised globally with ADI. EU requires mandatory label warning: 'May have an adverse effect on activity and attention in children'.,🔴 High Concern
8906000610336,Mc Cain Aloo Tikki,,"potato permitted class ii preservative ins 260, ins 330], acidity regulator garlic paste (water, garlic, edible common salt, corn starch, acidity regulator permitted class il preservative tins 260 permitted class i resevative ins 211]), [ins 211] permitted class ii preservative edible common salt, onion powder, red chilli flakes (0,23%), processed in a plant manufacturing wheat, milk and soya baoed products cumin seeds, method of preparation fry or bake 5ook eho hawing #deep fry: sss step i preheat the oil in kadhai/wok (max, temperature directly-do not thaw, step ii put the desired quantity from the freezer, fry gently in hot oil and deep remaining pr step ii take the product stepi seal , kee oto 175°c fry for 3 minutes, freezer , - preheat oven to 220°c ge frozen aloo tikki in a single layer airfryer-preheat the airfyer to 200°c ing tray and bake for 1o minutes sht golden brown, w fry on frying pan bake (approx, half pack) for 14-16miune until golden brown, filip in between, t little amount of oil, fry on medium magic with mccain r about 6-8 dccasionally min,, ave cooking, reduce cooking time when cooking s",INS 211 / E211,Sodium Benzoate,Chemical Anti-Fungal Preservative,AUTHORISED with MPLs | PERMITTED ≤ 0.1% | PERMITTED in specified categories,"In acidic beverages combined with Vitamin C (Ascorbic Acid INS 300), heat, and light, Sodium Benzoate can decarboxylate into Benzene — a known Group 1 human carcinogen. Also implicated in pediatric hyperactivity when combined with azo dyes.",PERMITTED under FSSAI MPLs,Fully authorised preservative globally subject to Maximum Permitted Levels (MPLs). Elevated chemical risk of Benzene formation when mixed with Vitamin C.,🟡 Moderate Concern
