barcode,product_name,brands,categories,fssai_category_code,banned_item,banned_item_type,banned_in_jurisdictions,violation_reason
9556001171337,CHICKEN NOODLES,Maggi,"Plant-based foods and beverages,Plant-based foods,Meals,Dried products,Pastas,Dried products to be rehydrated,Noodles,Soups,Dried meals,Instant noodles,Dehydrated soups",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0040000499268,"Snickers, peanut butter eggs",Snickers,"Snacks, Sweet snacks, Confectioneries",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
7501059285200,COFFEE MATE VAINILLA,NESTLE,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cafés, Bebidas azucaradas, CREMAS, SUSTITUTO DE CREMA",Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
5425032430703,Fruit lollipops,Sweet switch,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0028000736095,Home style vegetable pasta & chicken flavor soup mix,Maggi,"Meals, Soups",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0028000736095,Home style vegetable pasta & chicken flavor soup mix,Maggi,"Meals, Soups",CAT_12,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
9556001137722,2 Minute Noodles Chicken Flavour,Maggi,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Dried products,Pastas,Dried products to be rehydrated,Noodles,Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0037600247917,Birthday Cake,Kid's Kitchen,undefined,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0760263000659,Mix soup crmy wldrice,Bear Creek Country Kitchens,"Meals, Soups",CAT_12,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0760263811309,"Family style macaroni & cheese dinner, family style",Bear Creek Country Kitchens,"Meals, Pasta dishes",CAT_06,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0760263911405,Creamy cheddar pasta mix,Bear Creek Country Kitchens,"Meals, Pasta dishes",CAT_06,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
8019447219090,Decorgel,"Maggi, Modecor",Decorazioni alimentari,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0028000822057,Bars,Nestlé,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0690166227276,Trail Mix,Nature's Kitchen,Snacks,CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0690166227276,Trail Mix,Nature's Kitchen,Snacks,CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0064100126121,Crackers - Town House Original,Kellogg's,"snacks, salty-snacks, appetizers, da:crackers",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
5998710960729,Nesquik 200-Nestle,Nestlé,"Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, en:instant-chocolate-powders",CAT_14,Carmoisine (E122),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
5998710960729,Nesquik 200-Nestle,Nestlé,"Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, en:instant-chocolate-powders",CAT_14,Patent Blue V (E131),Additive (INS/E-Code),"IN, JP, US","Banned in IN, JP, US according to additive rulebook. Functional Class: Additive."
0038000391255,"Froot loops, sweetened multi-grain cereal",Kellogg's,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130185788,Flaky Gem Rolls,Signature Kitchens,undefined,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0034695122617,Rotisserie Chicken,Soules Kitchen,Meals,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0073402345109,Powdered Donuts,"Country Kitchen,  Lepage Bakeries  Inc.","Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0073402345109,Powdered Donuts,"Country Kitchen,  Lepage Bakeries  Inc.","Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0028000881054,"Maggi, bouillon cubes, vegetable",Nestlé,,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0028000881054,"Maggi, bouillon cubes, vegetable",Nestlé,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0050000990467,French Vanilla,Nestle Coffee Mate,"Plant-based foods and beverages, Dairy substitutes, Milk substitutes, Creamer",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130495511,Chicken Gravy,Safeway Kitchens,undefined,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130495597,Homestyle Gravy Savory Beef,Signature Kitchens,undefined,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0040000492290,"Snickers, bar, milk chocolate, peanuts, caramel & nougat",Snickers,"Snacks, Sweet snacks, Confectioneries",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0044000068158,Oreo Strawberry Frosted Donut,Oreo,,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0745367368232,Easter Sprinkles,Brand's Country Kitchen Supplies  Inc.,Baking decorations,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0037600248068,"Kid's kitchen, instant pudding, chocolate peanut butter",Kid's Kitchen,Desserts,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0037600248068,"Kid's kitchen, instant pudding, chocolate peanut butter",Kid's Kitchen,Desserts,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0028000130008,Candy,Nestle,"Snacks, Sweet snacks, Confectioneries, Candies",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0040000503170,"Snickers, fun size crisper",Snickers,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0066721009401,White Fudge Covered Oreos,"Oreo,",,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0690166227313,Fruit & Nut Yogurt Mix,Nature's Kitchen,Snacks,CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0690166227313,Fruit & Nut Yogurt Mix,Nature's Kitchen,Snacks,CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0028000517311,"Maggi, creamy seafood soup mix",maggi,"Meals, Soups",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0028000517311,"Maggi, creamy seafood soup mix",maggi,"Meals, Soups",CAT_12,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0028000800093,Liquid coffee creamer,Nestlé,"Plant-based foods and beverages, Dairy substitutes, Milk substitutes, Creamer",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130110025,Cornbread Stuffing Mix,"Safeway Kitchens,  Safeway  Inc.",undefined,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0073402352008,Plain Powdered Fine Donuts,"Country Kitchen,  Lepage Bakeries  Inc.","Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0073402352008,Plain Powdered Fine Donuts,"Country Kitchen,  Lepage Bakeries  Inc.","Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0722652690025,"Steak, Egg & Muenster Cheese On Everything Bagel",Buddy's Kitchen  Inc.,Sandwiches,Unknown,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0722652690025,"Steak, Egg & Muenster Cheese On Everything Bagel",Buddy's Kitchen  Inc.,Sandwiches,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130495535,Turkey Gravy,Signature Kitchens,undefined,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0021130479436,Ranch Dressing & Dip,"Safeway Kitchens,  Safeway  Inc.",undefined,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0061200018585,Mini Eggs,Cadbury,"Cocoa and its products, Chocolate eggs, en:confectioneries",CAT_14,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0072554001543,Drumstick vanilla ice cream cone,Nestlé,"Desserts, Frozen foods, Frozen desserts",Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
6001065034249,snacker,Cadbury,,Unknown,Quinoline Yellow (E104),Additive (INS/E-Code),"JP, US","Banned in JP, US according to additive rulebook. Functional Class: Additive."
0061200016741,Mini Eggs,Cadbury,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
9300605106604,Maggi curry noodles,Maggi,Instant noodle soups,CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0745367363336,Decorating Candies,Brand's Country Kitchen Supplies  Inc.,Baking decorations,Unknown,Erythrosine (E127),Additive (INS/E-Code),US,Banned in US according to additive rulebook. Functional Class: Additive.
0023933681092,"Dierbergs kitchen, brownies, iced pecans","Dierbergs Kitchen,  Dierberg's Markets  Inc.","Snacks, Sweet snacks, Biscuits and cakes, Cakes",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0044000058029,White Fudge Covered Oreo Bite,Oreo,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",CAT_15,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0028000010775,Bars,Nestlé,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0609099771503,Caramel Creams,Kitchen Fresh,"Snacks, Sweet snacks, Confectioneries",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
9300605012578,Kool mints,"Nestlé, Allens",,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
0028000881016,"Bouillon Cubes, Beef",Maggi,"Condiments, Groceries",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0028000881016,"Bouillon Cubes, Beef",Maggi,"Condiments, Groceries",CAT_12,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0050000904976,"Coffee creamer, snicker doodle",Snickers,"Plant-based foods and beverages, Dairy substitutes, Milk substitutes, Creamer",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0071800818058,Unsalted Margarine,Saffola,"Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines, Unsalted margarines",CAT_14,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
6001068587001,2.Minute Noodles,Maggi,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",CAT_14,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0028000247959,Chicken flavor bouillon tablets,Maggi,"Condiments, Groceries",CAT_12,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0028000247959,Chicken flavor bouillon tablets,Maggi,"Condiments, Groceries",CAT_12,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0050000114757,Nestle coffeemate coffee creamer sweetened original,Nestlé,,Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0038000391187,Froot loops sweetened multi grain cereal,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals",CAT_15,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0038000924408,"Kellogg's, pop-tarts, frosted toaster pastries, chocolate peanut butter, frosted chocolate peanut butter",Kellogg's,"Snacks, Breakfasts, Sweet snacks, Biscuits and cakes, Sweet pies, Pastries, Pies",CAT_15,TBHQ (Tertiary Butylhydroquinone) (E319),Additive (INS/E-Code),JP,Banned in JP according to additive rulebook. Functional Class: Antioxidant.
0050000397600,"Mini marshmallows hot cocoa mix, rich milk chocolate",Nestlé,"Boissons et préparations de boissons, Boissons, Produits déshydratés, Produits lyophilisés à reconstituer, Boissons lyophilisées",Unknown,Partially Hydrogenated Oil (PHO),Ingredient (Null INS),"US, CA",Banned in US (FDA 2018 GRAS revocation) and Canada due to industrial trans fats.
0738464961697,"Heritage Candy Company, Cranberry & Fruit Blend",Heritage Candy Company  Inc.,,Unknown,Titanium Dioxide (E171),Additive (INS/E-Code),EU,Banned in EU according to additive rulebook. Functional Class: Colorant.
